locgrpid,longdes,semester,semester_ident,day_of_week,day_of_week_ident,,time_inter_desc_ident,mean,target
10012,Ritz Sports Zone,spring,3,monday,2,8-Jul,3,4,1
10016,Ctrl Alt Deli,fall,2,monday,2,14-15,10,81,2
10060,Ben and Jerry's,intersession,9,friday,6,20-21,16,33,1
10062,Bytes on the Run,fall,2,thrusday,5,7-Jun,2,1,1
10102,UGRYD On Campus,fall,2,sunday,1,13-14,9,5.8,1
10010,Brick City Cafe,college_closed,0,sunday,1,9-Aug,4,38,1
10010,Brick City Cafe,college_closed,0,sunday,1,10-Sep,5,44,2
10010,Brick City Cafe,college_closed,0,sunday,1,11-Oct,6,7,1
10010,Brick City Cafe,college_closed,0,sunday,1,12-Nov,7,12,1
10010,Brick City Cafe,college_closed,0,sunday,1,13-Dec,8,156,2
10010,Brick City Cafe,college_closed,0,sunday,1,13-14,9,64,2
10010,Brick City Cafe,college_closed,0,monday,2,8-Jul,3,8.285714286,1
10010,Brick City Cafe,college_closed,0,monday,2,9-Aug,4,26.14285714,1
10010,Brick City Cafe,college_closed,0,monday,2,10-Sep,5,24.42857143,1
10010,Brick City Cafe,college_closed,0,monday,2,11-Oct,6,15.57142857,1
10010,Brick City Cafe,college_closed,0,monday,8,12-Nov,7,93.28571429,2
10010,Brick City Cafe,college_closed,0,monday,2,13-Dec,8,224,2
10010,Brick City Cafe,college_closed,0,monday,2,13-14,9,125.7142857,2
10010,Brick City Cafe,college_closed,0,monday,2,14-15,10,3.8,1
10010,Brick City Cafe,college_closed,0,tuesday,3,8-Jul,3,11.375,1
10010,Brick City Cafe,college_closed,0,tuesday,3,9-Aug,4,31,1
10010,Brick City Cafe,college_closed,0,tuesday,3,10-Sep,5,26.5,1
10010,Brick City Cafe,college_closed,0,tuesday,3,11-Oct,6,15.25,1
10010,Brick City Cafe,college_closed,0,tuesday,3,12-Nov,7,133.875,2
10010,Brick City Cafe,college_closed,0,tuesday,3,13-Dec,8,224.75,2
10010,Brick City Cafe,college_closed,0,tuesday,3,13-14,9,123.5,2
10010,Brick City Cafe,college_closed,0,tuesday,3,14-15,10,3.166666667,1
10010,Brick City Cafe,college_closed,0,wednesday,4,7-Jun,2,1,1
10010,Brick City Cafe,college_closed,0,wednesday,4,8-Jul,3,9,1
10010,Brick City Cafe,college_closed,0,wednesday,4,9-Aug,4,34.125,1
10010,Brick City Cafe,college_closed,0,wednesday,4,10-Sep,5,26.5,1
10010,Brick City Cafe,college_closed,0,wednesday,4,11-Oct,6,19.875,1
10010,Brick City Cafe,college_closed,0,wednesday,4,12-Nov,7,95.875,2
10010,Brick City Cafe,college_closed,0,wednesday,4,13-Dec,8,215.75,2
10010,Brick City Cafe,college_closed,0,wednesday,4,13-14,9,119.75,2
10010,Brick City Cafe,college_closed,0,wednesday,4,14-15,10,3.714285714,1
10010,Brick City Cafe,college_closed,0,thrusday,5,7-Jun,2,1,1
10010,Brick City Cafe,college_closed,0,thrusday,5,8-Jul,3,9.375,1
10010,Brick City Cafe,college_closed,0,thrusday,5,9-Aug,4,32.5,1
10010,Brick City Cafe,college_closed,0,thrusday,5,10-Sep,5,23.75,1
10010,Brick City Cafe,college_closed,0,thrusday,5,11-Oct,6,13.125,1
10010,Brick City Cafe,college_closed,0,thrusday,5,12-Nov,7,93.5,2
10010,Brick City Cafe,college_closed,0,thrusday,5,13-Dec,8,192.25,2
10010,Brick City Cafe,college_closed,0,thrusday,5,13-14,9,114.75,2
10010,Brick City Cafe,college_closed,0,thrusday,5,14-15,10,5.571428571,1
10010,Brick City Cafe,college_closed,0,friday,6,7-Jun,2,1,1
10010,Brick City Cafe,college_closed,0,friday,6,8-Jul,3,9.833333333,1
10010,Brick City Cafe,college_closed,0,friday,6,9-Aug,4,33.83333333,1
10010,Brick City Cafe,college_closed,0,friday,6,10-Sep,5,26.33333333,1
10010,Brick City Cafe,college_closed,0,friday,6,11-Oct,6,19.5,1
10010,Brick City Cafe,college_closed,0,friday,6,12-Nov,7,89.83333333,2
10010,Brick City Cafe,college_closed,0,friday,6,13-Dec,8,196,2
10010,Brick City Cafe,college_closed,0,friday,6,13-14,9,107.8333333,2
10010,Brick City Cafe,college_closed,0,friday,6,14-15,10,3.8,1
10010,Brick City Cafe,college_closed,0,saturday,7,8-Jul,3,1,1
10010,Brick City Cafe,college_closed,0,saturday,7,9-Aug,4,14,1
10010,Brick City Cafe,college_closed,0,saturday,7,10-Sep,5,10,1
10010,Brick City Cafe,college_closed,0,saturday,7,11-Oct,6,25,1
10010,Brick City Cafe,college_closed,0,saturday,7,12-Nov,7,28,1
10010,Brick City Cafe,college_closed,0,saturday,7,13-Dec,8,132,2
10010,Brick City Cafe,college_closed,0,saturday,7,13-14,9,102,2
10010,Brick City Cafe,college_closed,0,saturday,7,14-15,10,59,2
10010,Brick City Cafe,college_closed,0,saturday,7,15-16,11,9,1
10010,Brick City Cafe,fall,2,monday,2,7-Jun,2,1,1
10010,Brick City Cafe,fall,2,monday,2,8-Jul,3,99.66666667,2
10010,Brick City Cafe,fall,2,monday,2,9-Aug,4,130.2666667,2
10010,Brick City Cafe,fall,2,monday,2,10-Sep,5,207.0666667,2
10010,Brick City Cafe,fall,2,monday,2,11-Oct,6,155.5333333,2
10010,Brick City Cafe,fall,2,monday,2,12-Nov,7,328.4666667,2
10010,Brick City Cafe,fall,2,monday,2,13-Dec,8,420.5333333,3
10010,Brick City Cafe,fall,2,monday,2,13-14,9,345.7333333,3
10010,Brick City Cafe,fall,2,monday,2,14-15,10,14.26666667,1
10010,Brick City Cafe,fall,2,tuesday,3,7-Jun,2,1,1
10010,Brick City Cafe,fall,2,tuesday,3,8-Jul,3,81.93333333,2
10010,Brick City Cafe,fall,2,tuesday,3,9-Aug,4,120.7333333,2
10010,Brick City Cafe,fall,2,tuesday,3,10-Sep,5,250.0666667,2
10010,Brick City Cafe,fall,2,tuesday,3,11-Oct,6,172.8666667,2
10010,Brick City Cafe,fall,2,tuesday,3,12-Nov,7,275.9333333,2
10010,Brick City Cafe,fall,2,tuesday,3,13-Dec,8,501.6666667,3
10010,Brick City Cafe,fall,2,tuesday,3,13-14,9,318.8,2
10010,Brick City Cafe,fall,2,tuesday,3,14-15,10,17.73333333,1
10010,Brick City Cafe,fall,2,wednesday,4,8-Jul,3,101.625,2
10010,Brick City Cafe,fall,2,wednesday,4,9-Aug,4,152.125,2
10010,Brick City Cafe,fall,2,wednesday,4,10-Sep,5,212.625,2
10010,Brick City Cafe,fall,2,wednesday,4,11-Oct,6,169.9375,2
10010,Brick City Cafe,fall,2,wednesday,4,12-Nov,7,359.625,3
10010,Brick City Cafe,fall,2,wednesday,4,13-Dec,8,453.1875,3
10010,Brick City Cafe,fall,2,wednesday,4,13-14,9,370.25,3
10010,Brick City Cafe,fall,2,wednesday,4,14-15,10,20.06666667,1
10010,Brick City Cafe,fall,2,thrusday,5,7-Jun,2,1.5,1
10010,Brick City Cafe,fall,2,thrusday,5,8-Jul,3,82.86666667,2
10010,Brick City Cafe,fall,2,thrusday,5,9-Aug,4,115.2,2
10010,Brick City Cafe,fall,2,thrusday,5,10-Sep,5,262.4,2
10010,Brick City Cafe,fall,2,thrusday,5,11-Oct,6,174,2
10010,Brick City Cafe,fall,2,thrusday,5,12-Nov,7,322.8666667,2
10010,Brick City Cafe,fall,2,thrusday,5,13-Dec,8,565.0666667,3
10010,Brick City Cafe,fall,2,thrusday,5,13-14,9,346.1333333,3
10010,Brick City Cafe,fall,2,thrusday,5,14-15,10,16.53333333,1
10010,Brick City Cafe,fall,2,friday,6,8-Jul,3,92.42857143,2
10010,Brick City Cafe,fall,2,friday,6,9-Aug,4,141.3571429,2
10010,Brick City Cafe,fall,2,friday,6,10-Sep,5,225.9333333,2
10010,Brick City Cafe,fall,2,friday,6,11-Oct,6,141.7333333,2
10010,Brick City Cafe,fall,2,friday,6,12-Nov,7,256.4,2
10010,Brick City Cafe,fall,2,friday,6,13-Dec,8,354.8666667,3
10010,Brick City Cafe,fall,2,friday,6,13-14,9,311.4666667,2
10010,Brick City Cafe,fall,2,friday,6,14-15,10,16.73333333,1
10010,Brick City Cafe,fall,2,friday,6,15-16,11,1,1
10010,Brick City Cafe,fall,2,saturday,7,9-Aug,4,14,1
10010,Brick City Cafe,fall,2,saturday,7,10-Sep,5,18,1
10010,Brick City Cafe,fall,2,saturday,7,11-Oct,6,19,1
10010,Brick City Cafe,fall,2,saturday,7,12-Nov,7,58,2
10010,Brick City Cafe,fall,2,saturday,7,13-Dec,8,90,2
10010,Brick City Cafe,fall,2,saturday,7,13-14,9,92,2
10010,Brick City Cafe,fall,2,saturday,7,14-15,10,9,1
10010,Brick City Cafe,finals(fall),4,tuesday,3,8-Jul,3,83,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,9-Aug,4,130,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,10-Sep,5,170,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,11-Oct,6,106,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,12-Nov,7,209,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,13-Dec,8,324,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,13-14,9,185,2
10010,Brick City Cafe,finals(fall),4,tuesday,3,14-15,10,3,1
10010,Brick City Cafe,finals(fall),4,wednesday,4,8-Jul,3,88,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,9-Aug,4,92,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,10-Sep,5,169,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,11-Oct,6,101,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,12-Nov,7,189,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,13-Dec,8,223,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,13-14,9,228,2
10010,Brick City Cafe,finals(fall),4,wednesday,4,14-15,10,7,1
10010,Brick City Cafe,finals(fall),4,thrusday,5,8-Jul,3,73,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,9-Aug,4,90,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,10-Sep,5,155,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,11-Oct,6,75,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,12-Nov,7,184,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,13-Dec,8,256,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,13-14,9,163,2
10010,Brick City Cafe,finals(fall),4,thrusday,5,14-15,10,5,1
10010,Brick City Cafe,finals(spr),5,monday,2,7-Jun,2,1,1
10010,Brick City Cafe,finals(spr),5,monday,2,8-Jul,3,89,2
10010,Brick City Cafe,finals(spr),5,monday,2,9-Aug,4,104,2
10010,Brick City Cafe,finals(spr),5,monday,2,10-Sep,5,177,2
10010,Brick City Cafe,finals(spr),5,monday,2,11-Oct,6,107,2
10010,Brick City Cafe,finals(spr),5,monday,2,12-Nov,7,184,2
10010,Brick City Cafe,finals(spr),5,monday,2,13-Dec,8,252,2
10010,Brick City Cafe,finals(spr),5,monday,2,13-14,9,249,2
10010,Brick City Cafe,finals(spr),5,monday,2,14-15,10,7,1
10010,Brick City Cafe,finals(spr),5,tuesday,3,8-Jul,3,111,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,9-Aug,4,122,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,10-Sep,5,233,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,11-Oct,6,120,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,12-Nov,7,240,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,13-Dec,8,272,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,13-14,9,223,2
10010,Brick City Cafe,finals(spr),5,tuesday,3,14-15,10,9,1
10010,Brick City Cafe,finals(spr),5,wednesday,4,8-Jul,3,109,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,9-Aug,4,96,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,10-Sep,5,171,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,11-Oct,6,104,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,12-Nov,7,194,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,13-Dec,8,291,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,13-14,9,190,2
10010,Brick City Cafe,finals(spr),5,wednesday,4,14-15,10,4,1
10010,Brick City Cafe,finals(spr),5,thrusday,5,8-Jul,3,94,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,9-Aug,4,95,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,10-Sep,5,152,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,11-Oct,6,66,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,12-Nov,7,153,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,13-Dec,8,199,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,13-14,9,120,2
10010,Brick City Cafe,finals(spr),5,thrusday,5,14-15,10,1,1
10010,Brick City Cafe,new_stud_orient,1,monday,2,7-Jun,2,1,1
10010,Brick City Cafe,new_stud_orient,1,monday,2,8-Jul,3,67.5,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,9-Aug,4,156,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,10-Sep,5,132,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,11-Oct,6,78.5,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,12-Nov,7,226.5,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,13-Dec,8,368,3
10010,Brick City Cafe,new_stud_orient,1,monday,2,13-14,9,239.5,2
10010,Brick City Cafe,new_stud_orient,1,monday,2,14-15,10,26.5,1
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,8-Jul,3,45,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,9-Aug,4,88,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,10-Sep,5,137.5,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,11-Oct,6,96,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,12-Nov,7,212.5,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,13-Dec,8,383,3
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,13-14,9,245.5,2
10010,Brick City Cafe,new_stud_orient,1,tuesday,3,14-15,10,31,1
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,8-Jul,3,18,1
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,9-Aug,4,77,2
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,10-Sep,5,59,2
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,11-Oct,6,89,2
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,12-Nov,7,409,3
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,13-Dec,8,444,3
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,13-14,9,326,2
10010,Brick City Cafe,new_stud_orient,1,wednesday,4,14-15,10,17,1
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,8-Jul,3,42,2
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,9-Aug,4,47,2
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,10-Sep,5,35,1
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,11-Oct,6,19,1
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,12-Nov,7,275,2
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,13-Dec,8,134,2
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,13-14,9,102,2
10010,Brick City Cafe,new_stud_orient,1,thrusday,5,14-15,10,11,1
10010,Brick City Cafe,new_stud_orient,1,friday,6,8-Jul,3,16,1
10010,Brick City Cafe,new_stud_orient,1,friday,6,9-Aug,4,66,2
10010,Brick City Cafe,new_stud_orient,1,friday,6,10-Sep,5,65,2
10010,Brick City Cafe,new_stud_orient,1,friday,6,11-Oct,6,33,1
10010,Brick City Cafe,new_stud_orient,1,friday,6,12-Nov,7,104,2
10010,Brick City Cafe,new_stud_orient,1,friday,6,13-Dec,8,149,2
10010,Brick City Cafe,new_stud_orient,1,friday,6,13-14,9,110,2
10010,Brick City Cafe,new_stud_orient,1,friday,6,14-15,10,6,1
10010,Brick City Cafe,spring,3,monday,2,7-Jun,2,1,1
10010,Brick City Cafe,spring,3,monday,2,8-Jul,3,125.8666667,2
10010,Brick City Cafe,spring,3,monday,2,9-Aug,4,157.6666667,2
10010,Brick City Cafe,spring,3,monday,2,10-Sep,5,273.7333333,2
10010,Brick City Cafe,spring,3,monday,2,11-Oct,6,174.8666667,2
10010,Brick City Cafe,spring,3,monday,2,12-Nov,7,364.7333333,3
10010,Brick City Cafe,spring,3,monday,2,13-Dec,8,474.5333333,3
10010,Brick City Cafe,spring,3,monday,2,13-14,9,333.8,3
10010,Brick City Cafe,spring,3,monday,2,14-15,10,12.46666667,1
10010,Brick City Cafe,spring,3,monday,2,15-16,11,1,1
10010,Brick City Cafe,spring,3,tuesday,3,8-Jul,3,88.93333333,2
10010,Brick City Cafe,spring,3,tuesday,3,9-Aug,4,117.5333333,2
10010,Brick City Cafe,spring,3,tuesday,3,10-Sep,5,243.8,2
10010,Brick City Cafe,spring,3,tuesday,3,11-Oct,6,190.7333333,2
10010,Brick City Cafe,spring,3,tuesday,3,12-Nov,7,298.8,2
10010,Brick City Cafe,spring,3,tuesday,3,13-Dec,8,488.8571429,3
10010,Brick City Cafe,spring,3,tuesday,3,13-14,9,352.0714286,3
10010,Brick City Cafe,spring,3,tuesday,3,14-15,10,10.92857143,1
10010,Brick City Cafe,spring,3,wednesday,4,8-Jul,3,111.4666667,2
10010,Brick City Cafe,spring,3,wednesday,4,9-Aug,4,163.0666667,2
10010,Brick City Cafe,spring,3,wednesday,4,10-Sep,5,271.6666667,2
10010,Brick City Cafe,spring,3,wednesday,4,11-Oct,6,197.3333333,2
10010,Brick City Cafe,spring,3,wednesday,4,12-Nov,7,384.4,3
10010,Brick City Cafe,spring,3,wednesday,4,13-Dec,8,483.2666667,3
10010,Brick City Cafe,spring,3,wednesday,4,13-14,9,342.4666667,3
10010,Brick City Cafe,spring,3,wednesday,4,14-15,10,12.46666667,1
10010,Brick City Cafe,spring,3,thrusday,5,7-Jun,2,2,1
10010,Brick City Cafe,spring,3,thrusday,5,8-Jul,3,88.86666667,2
10010,Brick City Cafe,spring,3,thrusday,5,9-Aug,4,131.6666667,2
10010,Brick City Cafe,spring,3,thrusday,5,10-Sep,5,263,2
10010,Brick City Cafe,spring,3,thrusday,5,11-Oct,6,197.3333333,2
10010,Brick City Cafe,spring,3,thrusday,5,12-Nov,7,330.0666667,3
10010,Brick City Cafe,spring,3,thrusday,5,13-Dec,8,509.2666667,3
10010,Brick City Cafe,spring,3,thrusday,5,13-14,9,341.6666667,3
10010,Brick City Cafe,spring,3,thrusday,5,14-15,10,13.26666667,1
10010,Brick City Cafe,spring,3,friday,6,7-Jun,2,1,1
10010,Brick City Cafe,spring,3,friday,6,8-Jul,3,103.5333333,2
10010,Brick City Cafe,spring,3,friday,6,9-Aug,4,153.5333333,2
10010,Brick City Cafe,spring,3,friday,6,10-Sep,5,247.2666667,2
10010,Brick City Cafe,spring,3,friday,6,11-Oct,6,155.6,2
10010,Brick City Cafe,spring,3,friday,6,12-Nov,7,274.0666667,2
10010,Brick City Cafe,spring,3,friday,6,13-Dec,8,358.4666667,3
10010,Brick City Cafe,spring,3,friday,6,13-14,9,271.6,2
10010,Brick City Cafe,spring,3,friday,6,14-15,10,9.866666667,1
10010,Brick City Cafe,spring,3,friday,6,15-16,11,2,1
10010,Brick City Cafe,spring,3,saturday,7,9-Aug,4,17,1
10010,Brick City Cafe,spring,3,saturday,7,10-Sep,5,43,2
10010,Brick City Cafe,spring,3,saturday,7,11-Oct,6,33,1
10010,Brick City Cafe,spring,3,saturday,7,12-Nov,7,93,2
10010,Brick City Cafe,spring,3,saturday,7,13-Dec,8,225,2
10010,Brick City Cafe,spring,3,saturday,7,13-14,9,255,2
10010,Brick City Cafe,spring,3,saturday,7,14-15,10,164,2
10010,Brick City Cafe,spring,3,saturday,7,15-16,11,12,1
10010,Brick City Cafe,summer,8,wednesday,4,12-Nov,7,2,1
10012,Ritz Sports Zone,college_closed,0,monday,2,13-Dec,8,1,1
10012,Ritz Sports Zone,college_closed,0,tuesday,3,10-Sep,5,12,1
10012,Ritz Sports Zone,college_closed,0,saturday,7,18-19,14,27,1
10012,Ritz Sports Zone,college_closed,0,saturday,7,19-20,15,6,1
10012,Ritz Sports Zone,college_closed,0,saturday,7,20-21,16,6,1
10012,Ritz Sports Zone,college_closed,0,saturday,7,21-22,17,16,1
10012,Ritz Sports Zone,college_closed,0,saturday,7,22-23,18,3,1
10012,Ritz Sports Zone,fall,2,sunday,1,13-Dec,8,27,1
10012,Ritz Sports Zone,fall,2,sunday,1,14-15,10,1,1
10012,Ritz Sports Zone,fall,2,monday,2,8-Jul,3,5,1
10012,Ritz Sports Zone,fall,2,monday,2,9-Aug,4,6,1
10012,Ritz Sports Zone,fall,2,monday,2,10-Sep,5,9,1
10012,Ritz Sports Zone,fall,2,monday,2,11-Oct,6,33.8,1
10012,Ritz Sports Zone,fall,2,monday,2,12-Nov,7,228.2,2
10012,Ritz Sports Zone,fall,2,monday,2,13-Dec,8,346.6,3
10012,Ritz Sports Zone,fall,2,monday,2,13-14,9,311.1333333,2
10012,Ritz Sports Zone,fall,2,monday,2,14-15,10,176.1333333,2
10012,Ritz Sports Zone,fall,2,monday,2,15-16,11,128.3571429,2
10012,Ritz Sports Zone,fall,2,monday,2,16-17,12,137.5,2
10012,Ritz Sports Zone,fall,2,monday,2,17-18,13,118.7142857,2
10012,Ritz Sports Zone,fall,2,monday,2,18-19,14,147.6428571,2
10012,Ritz Sports Zone,fall,2,monday,2,19-20,15,5.769230769,1
10012,Ritz Sports Zone,fall,2,tuesday,3,11-Oct,6,34.13333333,1
10012,Ritz Sports Zone,fall,2,tuesday,3,12-Nov,7,195.9333333,2
10012,Ritz Sports Zone,fall,2,tuesday,3,13-Dec,8,463.4,3
10012,Ritz Sports Zone,fall,2,tuesday,3,13-14,9,275.5333333,2
10012,Ritz Sports Zone,fall,2,tuesday,3,14-15,10,148.9333333,2
10012,Ritz Sports Zone,fall,2,tuesday,3,15-16,11,151.2,2
10012,Ritz Sports Zone,fall,2,tuesday,3,16-17,12,137.2,2
10012,Ritz Sports Zone,fall,2,tuesday,3,17-18,13,117.1333333,2
10012,Ritz Sports Zone,fall,2,tuesday,3,18-19,14,158.7333333,2
10012,Ritz Sports Zone,fall,2,tuesday,3,19-20,15,7.6,1
10012,Ritz Sports Zone,fall,2,wednesday,4,11-Oct,6,27.73333333,1
10012,Ritz Sports Zone,fall,2,wednesday,4,12-Nov,7,258.4666667,2
10012,Ritz Sports Zone,fall,2,wednesday,4,13-Dec,8,363.6,3
10012,Ritz Sports Zone,fall,2,wednesday,4,13-14,9,312.2,2
10012,Ritz Sports Zone,fall,2,wednesday,4,14-15,10,181.8,2
10012,Ritz Sports Zone,fall,2,wednesday,4,15-16,11,125.2666667,2
10012,Ritz Sports Zone,fall,2,wednesday,4,16-17,12,130.2,2
10012,Ritz Sports Zone,fall,2,wednesday,4,17-18,13,118,2
10012,Ritz Sports Zone,fall,2,wednesday,4,18-19,14,139.4666667,2
10012,Ritz Sports Zone,fall,2,wednesday,4,19-20,15,6.642857143,1
10012,Ritz Sports Zone,fall,2,thrusday,5,10-Sep,5,1,1
10012,Ritz Sports Zone,fall,2,thrusday,5,11-Oct,6,26.42857143,1
10012,Ritz Sports Zone,fall,2,thrusday,5,12-Nov,7,176.6,2
10012,Ritz Sports Zone,fall,2,thrusday,5,13-Dec,8,417.8,3
10012,Ritz Sports Zone,fall,2,thrusday,5,13-14,9,285.7333333,2
10012,Ritz Sports Zone,fall,2,thrusday,5,14-15,10,153.6666667,2
10012,Ritz Sports Zone,fall,2,thrusday,5,15-16,11,152.5333333,2
10012,Ritz Sports Zone,fall,2,thrusday,5,16-17,12,117.4,2
10012,Ritz Sports Zone,fall,2,thrusday,5,17-18,13,105.7333333,2
10012,Ritz Sports Zone,fall,2,thrusday,5,18-19,14,133.8,2
10012,Ritz Sports Zone,fall,2,thrusday,5,19-20,15,10.92857143,1
10012,Ritz Sports Zone,fall,2,friday,6,11-Oct,6,29.53333333,1
10012,Ritz Sports Zone,fall,2,friday,6,12-Nov,7,269.9333333,2
10012,Ritz Sports Zone,fall,2,friday,6,13-Dec,8,356.5333333,3
10012,Ritz Sports Zone,fall,2,friday,6,13-14,9,303.5333333,2
10012,Ritz Sports Zone,fall,2,friday,6,14-15,10,151.2,2
10012,Ritz Sports Zone,fall,2,friday,6,15-16,11,100.5333333,2
10012,Ritz Sports Zone,fall,2,friday,6,16-17,12,77.93333333,2
10012,Ritz Sports Zone,fall,2,friday,6,17-18,13,74.13333333,2
10012,Ritz Sports Zone,fall,2,friday,6,18-19,14,93.06666667,2
10012,Ritz Sports Zone,fall,2,friday,6,19-20,15,4,1
10012,Ritz Sports Zone,fall,2,friday,6,20-21,16,1.5,1
10012,Ritz Sports Zone,fall,2,friday,6,21-22,17,4,1
10012,Ritz Sports Zone,fall,2,friday,6,22-23,18,1,1
10012,Ritz Sports Zone,fall,2,saturday,7,11-Oct,6,2,1
10012,Ritz Sports Zone,fall,2,saturday,7,12-Nov,7,35,1
10012,Ritz Sports Zone,fall,2,saturday,7,13-Dec,8,79,2
10012,Ritz Sports Zone,fall,2,saturday,7,13-14,9,69,2
10012,Ritz Sports Zone,fall,2,saturday,7,14-15,10,23.33333333,1
10012,Ritz Sports Zone,fall,2,saturday,7,15-16,11,3,1
10012,Ritz Sports Zone,fall,2,saturday,7,16-17,12,22,1
10012,Ritz Sports Zone,fall,2,saturday,7,17-18,13,10,1
10012,Ritz Sports Zone,fall,2,saturday,7,18-19,14,7,1
10012,Ritz Sports Zone,fall,2,saturday,7,19-20,15,15,1
10012,Ritz Sports Zone,fall,2,saturday,7,20-21,16,31,1
10012,Ritz Sports Zone,fall,2,saturday,7,21-22,17,6,1
10012,Ritz Sports Zone,fall,2,saturday,7,22-23,18,6,1
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,11-Oct,6,22,1
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,12-Nov,7,193,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,13-Dec,8,219,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,13-14,9,179,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,14-15,10,179,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,15-16,11,117,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,16-17,12,105,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,17-18,13,115,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,18-19,14,158,2
10012,Ritz Sports Zone,finals(fall),4,tuesday,3,19-20,15,7,1
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,11-Oct,6,9,1
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,12-Nov,7,117,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,13-Dec,8,198,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,13-14,9,163,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,14-15,10,186,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,15-16,11,101,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,16-17,12,66,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,17-18,13,65,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,18-19,14,99,2
10012,Ritz Sports Zone,finals(fall),4,wednesday,4,19-20,15,9,1
